Course Code,INDEX,TYPE,GROUP,DAY,TIME
CC0007,83070,TUT,T071,FRI,1230-1420
CC0007,83071,TUT,T072,FRI,1230-1420
CC0007,83072,TUT,T073,FRI,1430-1620
CC0007,83073,TUT,T074,FRI,1430-1620
CC0007,83074,TUT,T075,FRI,1430-1620
CC0007,83075,TUT,T076,FRI,1430-1620
CC0007,83076,TUT,T077,FRI,1630-1820
CC0007,83077,TUT,T078,FRI,1630-1820
CC0007,83078,TUT,T079,FRI,1630-1820
CC0007,83079,TUT,T080,FRI,1630-1820
ML0004,82620,TUT,T001,MON,1030-1220
ML0004,82621,TUT,T002,MON,1030-1220
ML0004,82622,TUT,T003,MON,1030-1220
ML0004,82623,TUT,T004,MON,1030-1220
ML0004,82624,TUT,T005,MON,1230-1420
ML0004,82625,TUT,T006,MON,1230-1420
ML0004,82626,TUT,T007,MON,1230-1420
ML0004,82627,TUT,T008,MON,1230-1420
ML0004,82628,TUT,T009,MON,1430-1620
ML0004,82629,TUT,T010,MON,1430-1620
ML0004,82630,TUT,T011,MON,1430-1620
ML0004,82631,TUT,T012,MON,1430-1620
ML0004,82632,TUT,T013,MON,1630-1820
ML0004,82633,TUT,T014,MON,1030-1220
ML0004,82634,TUT,T015,MON,1230-1420
ML0004,82635,TUT,T016,TUE,1030-1220
ML0004,82636,TUT,T017,TUE,1030-1220
ML0004,82637,TUT,T018,TUE,1030-1220
ML0004,82638,TUT,T019,TUE,1030-1220
ML0004,82639,TUT,T020,TUE,1230-1420
ML0004,82640,TUT,T021,TUE,1230-1420
ML0004,82641,TUT,T022,TUE,1230-1420
ML0004,82642,TUT,T023,TUE,1230-1420
ML0004,82643,TUT,T024,TUE,1430-1620
ML0004,82644,TUT,T025,TUE,1430-1620
ML0004,82645,TUT,T026,TUE,1430-1620
ML0004,82646,TUT,T027,TUE,1430-1620
ML0004,82647,TUT,T028,TUE,1630-1820
ML0004,82648,TUT,T029,TUE,1030-1220
ML0004,82649,TUT,T030,TUE,1230-1420
ML0004,82650,TUT,T031,WED,1030-1220
ML0004,82651,TUT,T032,WED,1030-1220
ML0004,82652,TUT,T033,WED,1030-1220
ML0004,82653,TUT,T034,WED,1030-1220
ML0004,82654,TUT,T035,WED,1230-1420
ML0004,82655,TUT,T036,WED,1230-1420
ML0004,82656,TUT,T037,WED,1230-1420
ML0004,82657,TUT,T038,WED,1230-1420
ML0004,82658,TUT,T039,WED,1430-1620
ML0004,82659,TUT,T040,WED,1430-1620
ML0004,82660,TUT,T041,WED,1430-1620
ML0004,82661,TUT,T042,WED,1430-1620
ML0004,82662,TUT,T043,WED,1630-1820
ML0004,82663,TUT,T044,WED,1030-1220
ML0004,82664,TUT,T045,WED,1230-1420
ML0004,82665,TUT,T046,THU,1030-1220
ML0004,82666,TUT,T047,THU,1030-1220
ML0004,82667,TUT,T048,THU,1030-1220
ML0004,82668,TUT,T049,THU,1030-1220
ML0004,82669,TUT,T050,THU,1230-1420
ML0004,82670,TUT,T051,THU,1230-1420
ML0004,82671,TUT,T052,THU,1230-1420
ML0004,82672,TUT,T053,THU,1230-1420
ML0004,82673,TUT,T054,THU,1430-1620
ML0004,82674,TUT,T055,THU,1430-1620
ML0004,82675,TUT,T056,THU,1430-1620
ML0004,82676,TUT,T057,THU,1430-1620
ML0004,82677,TUT,T058,FRI,1030-1220
ML0004,82678,TUT,T059,FRI,1030-1220
ML0004,82679,TUT,T060,FRI,1030-1220
ML0004,82680,TUT,T061,FRI,1030-1220
ML0004,82681,TUT,T062,FRI,1230-1420
ML0004,82682,TUT,T063,FRI,1230-1420
ML0004,82683,TUT,T064,FRI,1230-1420
ML0004,82684,TUT,T065,FRI,1230-1420
ML0004,82685,TUT,T066,FRI,1430-1620
ML0004,82686,TUT,T067,FRI,1430-1620
ML0004,82687,TUT,T068,FRI,1430-1620
ML0004,82688,TUT,T069,FRI,1430-1620
